fold,epoch,train_loss,validation_loss,validation_accuracy
0,1,1.3034816170265662,1.2524560689926147,0.5
0,2,0.929850266783277,0.999455451965332,0.6891891956329346
0,3,0.7932730952679123,0.8216106295585632,0.8175675868988037
0,4,0.6866473871700013,0.6837647557258606,0.8783783912658691
0,5,0.6157890936946342,0.5991690158843994,0.9256756901741028
0,6,0.5739155997887501,0.544510006904602,0.9527027010917664
0,7,0.5013365699441393,0.47632724046707153,0.9662162065505981
0,8,0.4689494173829727,0.42659929394721985,0.9797297120094299
0,9,0.4346546695377287,0.3834530711174011,0.9797297120094299
0,10,0.40174262233860586,0.34503769874572754,0.9864864945411682
0,11,0.37899157240245884,0.32432621717453003,0.9864864945411682
0,12,0.35456197449515536,0.2852596044540405,0.9864864945411682
0,13,0.29539825211572385,0.2554846704006195,0.9864864945411682
0,14,0.27729777703627695,0.23472164571285248,0.9864864945411682
0,15,0.28017568357741635,0.21312564611434937,0.9932432174682617
0,16,0.25154307534022885,0.20237337052822113,0.9864864945411682
0,17,0.23623224170827076,0.17599323391914368,0.9932432174682617
0,18,0.2452536932506614,0.16774727404117584,0.9932432174682617
0,19,0.20807980289116748,0.15489450097084045,1.0
0,20,0.19662277301701392,0.14162173867225647,0.9864864945411682
0,21,0.18208204028685449,0.13038402795791626,0.9864864945411682
0,22,0.2231231172111153,0.1329570710659027,1.0
0,23,0.17773313384029746,0.11561208218336105,0.9864864945411682
0,24,0.195757369145504,0.13503292202949524,0.9864864945411682
0,25,0.18055303600611608,0.10470873862504959,0.9864864945411682
0,26,0.17092648362586513,0.10140828788280487,1.0
0,27,0.15769394573585763,0.11173587292432785,0.9864864945411682
0,28,0.16693232632473687,0.08381316810846329,1.0
0,29,0.14286720711552636,0.09124284982681274,0.9864864945411682
0,30,0.13731743205976749,0.08340995758771896,1.0
0,31,0.12428049537358363,0.0927625223994255,0.9864864945411682
0,32,0.13700370918650653,0.08364884555339813,1.0
0,33,0.13964532620340422,0.0751061961054802,1.0
0,34,0.12142925236106578,0.06168210133910179,1.0
0,35,0.12509579997694953,0.07927926629781723,1.0
0,36,0.12739417426164637,0.06552338600158691,1.0
0,37,0.1124403544223111,0.059208452701568604,1.0
0,38,0.10348477490369787,0.08556618541479111,0.9797297120094299
0,39,0.10704355583994428,0.05262216925621033,1.0
0,40,0.13731465575115456,0.0563565194606781,1.0
0,41,0.09605818945729272,0.05240226909518242,1.0
0,42,0.1111870401472018,0.051488135010004044,1.0
0,43,0.1311953187976753,0.049595337361097336,1.0
0,44,0.1291628023455156,0.04628219082951546,1.0
0,45,0.09978833757546725,0.043796978890895844,1.0
0,46,0.101883289975356,0.04029735177755356,1.0
0,47,0.07885704444752213,0.04183172434568405,1.0
0,48,0.08308934193948356,0.039061371237039566,1.0
0,49,0.06621428926922998,0.03513753041625023,1.0
0,50,0.09242486813779693,0.034207768738269806,1.0
0,51,0.08785521226693253,0.0367756262421608,1.0
0,52,0.07724152067007281,0.03597725182771683,1.0
0,53,0.10824148838526636,0.038418248295784,1.0
0,54,0.10497722132594546,0.0298168882727623,1.0
0,55,0.06630374240117837,0.0460578016936779,0.9864864945411682
0,56,0.08267670499356412,0.030278673395514488,1.0
0,57,0.07676062053738378,0.03242076560854912,1.0
0,58,0.10597478380190074,0.04843037202954292,1.0
0,59,0.07717352175251554,0.027492932975292206,1.0
0,60,0.06137218025837155,0.03328963369131088,1.0
0,61,0.09300502756023935,0.03005470708012581,1.0
0,62,0.06914856470092226,0.024647776037454605,1.0
0,63,0.12431593650941691,0.037077199667692184,1.0
0,64,0.08855559763328805,0.03150288388133049,1.0
0,65,0.10078691695276545,0.03254473954439163,1.0
0,66,0.07813503428552691,0.028746141120791435,1.0
0,67,0.07175947330603942,0.03141673654317856,1.0
0,68,0.07900142970170763,0.02351510524749756,1.0
0,69,0.06344260604671352,0.02169194631278515,1.0
0,70,0.061796694232449344,0.021322114393115044,1.0
0,71,0.07227022608340775,0.01994163542985916,1.0
0,72,0.07636662021032355,0.022964052855968475,1.0
0,73,0.0827779204414859,0.022924447432160378,1.0
0,74,0.06444560081919254,0.02590079978108406,1.0
0,75,0.06419706830332951,0.02250830829143524,1.0
0,76,0.08563782035975166,0.02270829677581787,1.0
0,77,0.061296724606284776,0.0260124821215868,1.0
0,78,0.07567360947803897,0.026109227910637856,1.0
0,79,0.0630405876188647,0.023692112416028976,1.0
0,80,0.07945184568097578,0.023242322728037834,1.0
1,1,1.1614161363527096,1.2565574645996094,0.33707866072654724
1,2,0.8879894194656244,0.9485236406326294,0.7303370833396912
1,3,0.7745578855109614,0.7138414978981018,0.7865168452262878
1,4,0.7098702531953097,0.5893535017967224,0.8314606547355652
1,5,0.6177526186298392,0.5160452723503113,0.8426966071128845
1,6,0.5756360455598245,0.4472310245037079,0.8651685118675232
1,7,0.5317139489024711,0.3902660310268402,0.966292142868042
1,8,0.4814816495226748,0.34783878922462463,0.9550561904907227
1,9,0.4265672116639228,0.30836907029151917,0.9775280952453613
1,10,0.4074999217214531,0.2835499346256256,0.9887640476226807
1,11,0.37618780835380766,0.25291523337364197,0.9887640476226807
1,12,0.34093756399341135,0.26036375761032104,0.9775280952453613
1,13,0.31257039808028236,0.2543841004371643,0.9438202381134033
1,14,0.3121438139643749,0.2112194448709488,0.9887640476226807
1,15,0.2941371022655977,0.20743043720722198,0.9887640476226807
1,16,0.28317986220620867,0.1783178150653839,0.9887640476226807
1,17,0.2690125833676514,0.17995886504650116,1.0
1,18,0.27046946407030414,0.20057472586631775,0.966292142868042
1,19,0.2522823246164695,0.172188401222229,0.9887640476226807
1,20,0.2660647873771923,0.17738503217697144,0.9550561904907227
1,21,0.25054205363023213,0.1611579954624176,0.9775280952453613
1,22,0.2387031403333781,0.16082867980003357,0.9775280952453613
1,23,0.22448668832885488,0.1726362407207489,0.966292142868042
1,24,0.19916579243857102,0.14236392080783844,0.9887640476226807
1,25,0.20108719544703735,0.1266348510980606,1.0
1,26,0.21764886304319903,0.12362230569124222,1.0
1,27,0.19269712777111117,0.17003676295280457,0.9438202381134033
1,28,0.1883834823549793,0.12169040739536285,1.0
1,29,0.18745247566000708,0.10525990277528763,1.0
1,30,0.16594413133057137,0.1196993738412857,1.0
1,31,0.15938580731273363,0.09601470828056335,1.0
1,32,0.1329016089439392,0.08806969970464706,1.0
1,33,0.1344971362938428,0.09850432723760605,0.9887640476226807
1,34,0.13987458967629757,0.0865413099527359,1.0
1,35,0.1406897356390287,0.11032894998788834,0.9775280952453613
1,36,0.14003107034960272,0.09782416373491287,0.9775280952453613
1,37,0.1419194630820658,0.08716923743486404,0.9887640476226807
1,38,0.12338480586446197,0.07585843652486801,1.0
1,39,0.13902747620667158,0.07918033003807068,1.0
1,40,0.11536236273842818,0.06329911202192307,1.0
1,41,0.10512762379379911,0.05982038378715515,1.0
1,42,0.11504864667713975,0.057729631662368774,1.0
1,43,0.10028807727318237,0.061985112726688385,1.0
1,44,0.09345257134494168,0.061753980815410614,1.0
1,45,0.0905526192161624,0.0625125989317894,1.0
1,46,0.1077789556880237,0.06283852458000183,1.0
1,47,0.08995375534592394,0.04987446218729019,1.0
1,48,0.09562642156411816,0.04154973849654198,1.0
1,49,0.11127828998106153,0.06121484935283661,1.0
1,50,0.08778200512908024,0.05877487361431122,1.0
1,51,0.10201062495149048,0.04830731078982353,1.0
1,52,0.08372364014220637,0.042622823268175125,1.0
1,53,0.10636401193101978,0.04932337626814842,1.0
1,54,0.11656195957567439,0.10906639695167542,0.9775280952453613
1,55,0.19517272178021222,0.06557872146368027,1.0
1,56,0.14082222529713,0.05704313889145851,0.9887640476226807
1,57,0.1213150445642418,0.07057065516710281,0.9887640476226807
1,58,0.09435277910871878,0.055207666009664536,1.0
2,1,1.3001167021650175,1.3140259981155396,0.6339869499206543
2,2,0.9914913170830497,1.0290626287460327,0.7450980544090271
